, ,Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),ID,FRAME,mg_volume,mask_volume
193,194,193,obj194-val194,194,0,599.064,1005.635,227.644,599.064,1005.635,227.644,592,1002,216,606,1011,240,3750,0.442,1659,1659,1280,1280,901.125,0.148,0.529,0.425,0.752,0.148,0.529,0.952,14.167,1.961,1.615,1917.14,0.865,3.159,13.376,8.04,2.616,MD495,4,380.98823529411766,24387.0
69,70,69,obj70-val70,70,0,1826.136,1444.221,5.236,1826.136,1444.221,5.236,1767,1406,0,1878,1479,16,140896,0.199,28082,28082,13322,13322,9542.66,0.038,0.335,0.103,0.468,0.038,0.335,0.952,57.213,2.958,2.249,39869.031,0.704,3.123,64.9,27.608,12.977,MD495,5,67.0,140827.0
127,128,127,obj128-val128,128,0,1224.961,1475.62,43.264,1224.961,1475.62,43.264,1204,1456,20,1244,1498,67,84624,0.274,23174,23174,8762,8762,5918.959,0.09,0.449,0.293,0.664,0.09,0.449,0.971,23.157,1.119,1.509,27531.841,0.842,7.363,30.362,18.199,3.697,MD495,5,100.0,87915.0
204,205,204,obj205-val205,205,0,1475.286,1304.097,100.148,1475.286,1304.097,100.148,1454,1288,77,1492,1323,130,75816,0.401,30403,30403,8332,8332,5688.793,0.181,0.565,0.568,0.828,0.181,0.565,0.986,26.707,1.455,1.156,32596.28,0.933,11.937,31.135,19.702,3.483,MD495,5,3.0,86315.0
219,220,219,obj220-val220,220,0,649.871,1293.518,100.998,649.871,1293.518,100.998,644,1288,91,655,1299,111,3024,0.425,1285,1285,1006,1006,665.611,0.183,0.568,0.633,0.859,0.183,0.568,0.958,10.326,1.711,1.086,1450.876,0.886,3.618,11.412,6.783,1.623,MD495,5,0.0,19856.0
228,229,228,obj229-val229,229,0,848.272,237.349,122.205,848.272,237.349,122.205,837,224,100,866,257,133,34680,0.128,4427,4427,3990,3990,2712.602,0.035,0.327,0.111,0.481,0.035,0.327,0.905,16.336,1.349,1.041,9628.556,0.46,0.833,25.586,11.308,3.787,MD495,5,284.0,54002.0
232,233,232,obj233-val233,233,0,467.575,845.513,114.215,467.575,845.513,114.215,459,837,102,475,853,125,6936,0.212,1468,1468,1334,1334,886.296,0.103,0.468,0.35,0.705,0.103,0.468,0.93,12.454,1.652,1.338,2215.792,0.663,2.634,14.347,7.451,2.386,MD495,5,0.0,24837.0
256,257,256,obj257-val257,257,0,1736.666,820.732,148.164,1736.666,820.732,148.164,1725,812,113,1749,832,176,33600,0.141,4722,4722,3306,3306,2292.246,0.07,0.412,0.209,0.594,0.07,0.412,0.939,37.36,4.138,1.594,8005.458,0.59,2.571,36.797,16.974,8.223,MD495,5,55.0,51071.0
262,263,262,obj263-val263,263,0,1154.563,1676.57,147.062,1154.563,1676.57,147.062,1136,1650,119,1178,1702,177,134461,0.242,32497,32497,13186,13186,9032.21,0.052,0.373,0.162,0.545,0.052,0.373,0.963,27.539,1.205,1.204,50067.522,0.649,3.597,36.06,20.832,4.969,MD495,5,47.0,122820.0
288,289,288,obj289-val289,289,0,1434.201,870.139,150.157,1434.201,870.139,150.157,1428,864,138,1442,877,163,5460,0.344,1880,1880,1550,1550,1017.628,0.107,0.475,0.379,0.724,0.107,0.475,0.939,13.866,2.11,1.043,2403.746,0.782,1.627,13.782,8.016,2.41,MD495,5,5.0,25170.0
304,305,304,obj305-val305,305,0,563.487,824.949,170.346,563.487,824.949,170.346,554,813,147,573,837,196,25000,0.315,7884,7884,3876,3876,2709.804,0.121,0.494,0.353,0.707,0.121,0.494,0.967,23.788,1.923,1.654,9215.956,0.855,4.263,26.314,14.001,4.684,MD495,5,5.0,50426.0
308,309,308,obj309-val309,309,0,1277.587,758.683,179.844,1277.587,758.683,179.844,1259,734,149,1294,790,212,131328,0.333,43698,43698,12158,12158,8339.369,0.12,0.493,0.372,0.719,0.12,0.493,0.981,34.705,1.59,1.427,48502.911,0.901,10.502,40.634,23.284,5.733,MD495,5,428.0,116673.0
323,324,323,obj324-val324,324,0,957.784,1085.923,172.0,957.784,1085.923,172.0,946,1076,153,968,1095,189,17020,0.343,5833,5833,3138,3138,2121.3,0.125,0.499,0.403,0.739,0.125,0.499,0.964,16.666,1.372,1.456,7079.671,0.824,5.156,19.241,11.547,2.744,MD495,5,0.0,40588.0
333,334,333,obj334-val334,334,0,1715.828,821.852,181.412,1715.828,821.852,181.412,1712,814,160,1720,830,205,7038,0.157,1102,1102,1304,1304,886.912,0.062,0.396,0.197,0.582,0.062,0.396,0.889,25.924,4.44,2.096,1766.474,0.624,1.507,24.212,11.131,5.898,MD495,5,173.0,28909.0
359,360,359,obj360-val360,360,0,1499.902,1462.494,200.841,1499.902,1462.494,200.841,1481,1444,174,1517,1484,233,91020,0.28,25474,25474,10798,10798,7372.833,0.058,0.388,0.183,0.568,0.058,0.388,0.962,23.321,1.112,1.215,35335.481,0.721,0.539,32.841,18.178,4.819,MD495,5,69.0,96595.0
423,424,423,obj424-val424,424,0,760.215,100.162,218.103,760.215,100.162,218.103,753,93,204,768,106,232,6496,0.379,2463,2463,1576,1576,1027.292,0.175,0.56,0.633,0.859,0.175,0.56,0.965,15.298,2.279,1.094,2638.45,0.934,4.542,15.112,8.803,2.63,MD495,5,0.0,26190.0
441,442,441,obj442-val442,442,0,268.625,780.022,222.416,268.625,780.022,222.416,263,775,216,274,783,231,1728,0.59,1020,1020,736,736,530.299,0.295,0.666,0.789,0.924,0.295,0.666,0.977,9.212,1.514,1.274,1121.914,0.909,3.031,10.085,6.109,1.367,MD495,5,0.0,17578.0
512,513,512,obj513-val513,513,0,760.893,1344.172,268.204,760.893,1344.172,268.204,755,1338,239,767,1353,283,9360,0.204,1911,1911,1616,1616,1112.892,0.098,0.461,0.3,0.669,0.098,0.461,0.934,20.655,3.474,1.082,2826.45,0.676,1.644,29.733,10.202,5.282,MD495,5,0.0,31689.0
117,118,117,obj118-val118,118,0,1814.075,1441.891,6.247,1814.075,1441.891,6.247,1763,1396,0,1871,1469,21,177452,0.239,42339,42339,16528,16528,11952.055,0.045,0.355,0.119,0.492,0.045,0.355,0.963,50.18,1.78,2.714,61568.795,0.688,3.476,59.721,28.403,10.949,MD495,6,96.0,171200.0
125,126,125,obj126-val126,126,0,1745.358,1421.777,2.088,1745.358,1421.777,2.088,1730,1409,0,1757,1436,7,6272,0.288,1808,1808,1680,1680,1160.066,0.078,0.427,0.237,0.619,0.078,0.427,0.921,15.835,1.532,2.592,2735.291,0.661,2.13,16.281,8.896,3.192,MD495,6,169.0,30198.0
168,169,168,obj169-val169,169,0,1019.406,1886.056,4.092,1019.406,1886.056,4.092,1001,1877,0,1040,1899,12,11960,0.215,2574,2574,2064,2064,1414.929,0.085,0.44,0.265,0.642,0.085,0.44,0.935,20.855,2.874,1.075,4278.715,0.602,3.448,21.363,10.935,4.519,MD495,6,112.0,35880.0
210,211,210,obj211-val211,211,0,1227.362,1474.569,38.182,1227.362,1474.569,38.182,1204,1450,18,1249,1494,59,86940,0.283,24574,24574,8832,8832,5984.202,0.099,0.463,0.319,0.683,0.099,0.463,0.974,25.144,1.384,1.187,29271.648,0.84,11.466,34.115,19.098,4.332,MD495,6,2.0,92245.0
223,224,223,obj224-val224,224,0,805.17,1928.126,34.82,805.17,1928.126,34.82,797,1921,25,814,1940,47,8280,0.213,1767,1767,1804,1804,1189.512,0.06,0.392,0.21,0.594,0.06,0.392,0.905,13.003,1.328,1.357,3848.173,0.459,1.174,15.825,8.101,2.874,MD495,6,179.0,29230.0
239,240,239,obj240-val240,240,0,387.653,1556.713,40.344,387.653,1556.713,40.344,382,1551,31,393,1562,51,3024,0.443,1339,1339,1092,1092,737.501,0.156,0.538,0.506,0.797,0.156,0.538,0.95,11.252,1.758,1.277,1512.381,0.885,2.971,11.788,6.903,1.825,MD495,6,269.0,20531.0
265,266,265,obj266-val266,266,0,777.552,1094.639,57.465,777.552,1094.639,57.465,766,1084,43,793,1109,76,24752,0.168,4161,4161,3594,3594,2407.678,0.042,0.348,0.14,0.52,0.042,0.348,0.913,18.227,1.351,1.409,9866.51,0.422,0.807,20.719,11.52,3.785,MD495,6,41.0,48713.0
312,313,312,obj313-val313,313,0,1475.043,1303.921,87.212,1475.043,1303.921,87.212,1454,1284,63,1494,1322,118,89544,0.431,38598,38598,9656,9656,6598.526,0.187,0.572,0.586,0.837,0.187,0.572,0.988,28.902,1.486,1.091,41947.409,0.92,11.511,34.277,21.325,3.835,MD495,6,34.0,97737.0
350,351,350,obj351-val351,351,0,477.428,844.347,113.005,477.428,844.347,113.005,456,820,82,493,863,137,93632,0.378,35419,35419,10244,10244,7056.72,0.132,0.509,0.404,0.739,0.132,0.509,0.982,28.234,1.326,1.396,38395.857,0.922,10.571,35.963,20.892,4.073,MD495,6,0.0,98309.0
375,376,375,obj376-val376,376,0,850.265,1907.983,106.99,850.265,1907.983,106.99,838,1890,91,866,1924,125,35525,0.248,8809,8809,5768,5768,3905.22,0.046,0.358,0.147,0.528,0.046,0.358,0.936,18.44,1.226,1.26,13864.185,0.635,2.011,22.627,12.857,3.594,MD495,6,176.0,59097.0
381,382,381,obj382-val382,382,0,768.0,112.409,120.943,768.0,112.409,120.943,761,101,93,773,129,148,21112,0.141,2973,2973,2346,2346,1570.572,0.077,0.426,0.258,0.637,0.077,0.426,0.933,33.302,5.17,1.242,4659.651,0.638,1.496,32.556,14.807,7.318,MD495,6,0.0,41091.0
395,396,395,obj396-val396,396,0,1733.686,820.229,138.507,1733.686,820.229,138.507,1720,813,97,1749,829,166,35700,0.117,4194,4194,3472,3472,2374.819,0.048,0.362,0.149,0.53,0.048,0.362,0.919,38.801,4.003,1.838,8307.362,0.505,1.865,43.994,17.292,9.087,MD495,6,103.0,52822.0
434,435,434,obj435-val435,435,0,856.698,1880.295,118.027,856.698,1880.295,118.027,847,1874,103,863,1886,133,6851,0.314,2153,2153,1618,1618,1099.923,0.124,0.498,0.394,0.733,0.124,0.498,0.948,16.768,2.184,1.697,2439.014,0.883,2.883,16.297,9.04,3.174,MD495,6,0.0,27751.0
478,479,478,obj479-val479,479,0,1153.542,1673.463,140.865,1153.542,1673.463,140.865,1133,1650,114,1176,1699,170,125400,0.317,39714,39714,13486,13486,9226.545,0.073,0.417,0.227,0.61,0.073,0.417,0.972,28.724,1.374,1.043,50371.544,0.788,2.971,34.733,20.748,4.766,MD495,6,71.0,116413.0
499,500,499,obj500-val500,500,0,1431.57,871.793,138.607,1431.57,871.793,138.607,1424,864,118,1439,881,156,11232,0.415,4658,4658,2432,2432,1668.721,0.171,0.555,0.528,0.808,0.171,0.555,0.971,19.031,1.988,1.453,5025.923,0.927,4.928,21.968,11.152,3.459,MD495,6,2.0,36226.0
536,537,536,obj537-val537,537,0,569.943,829.567,156.117,569.943,829.567,156.117,557,813,127,583,845,182,49896,0.306,15258,15258,7612,7612,5348.87,0.06,0.391,0.172,0.556,0.06,0.391,0.955,24.303,1.466,1.261,22201.815,0.687,0.581,30.356,15.558,4.935,MD495,6,217.0,74072.0
578,579,578,obj579-val579,579,0,1276.138,757.479,177.274,1276.138,757.479,177.274,1256,727,135,1300,784,212,203580,0.376,76558,76558,16564,16564,11317.471,0.146,0.526,0.457,0.77,0.146,0.526,0.987,35.66,1.267,1.44,82144.181,0.932,14.853,42.476,26.588,4.8,MD495,6,578.9176470588236,146756.0
597,598,597,obj598-val598,598,0,961.155,1085.024,159.931,961.155,1085.024,159.931,950,1075,139,971,1096,179,19844,0.293,5815,5815,3078,3078,2062.643,0.131,0.508,0.436,0.758,0.131,0.508,0.965,18.86,1.736,1.374,6784.72,0.857,5.85,25.19,12.087,3.685,MD495,6,21.0,42328.0
631,632,631,obj632-val632,632,0,879.509,1934.749,199.186,879.509,1934.749,199.186,848,1917,147,899,1955,223,156156,0.182,28417,28417,11010,11010,7495.355,0.068,0.409,0.217,0.601,0.068,0.409,0.967,30.952,1.45,1.526,38703.246,0.734,4.779,59.906,21.226,8.321,MD495,6,62.333333333333336,107637.0
704,705,704,obj705-val705,705,0,1500.699,1466.506,190.144,1500.699,1466.506,190.144,1477,1444,165,1522,1491,221,125856,0.327,41138,41138,12748,12748,8761.158,0.092,0.452,0.285,0.658,0.092,0.452,0.977,26.574,1.226,1.059,49416.214,0.832,2.748,31.248,20.861,4.173,MD495,6,34.0,112288.0
735,736,735,obj736-val736,736,0,1525.205,1483.399,182.259,1525.205,1483.399,182.259,1518,1476,173,1538,1489,193,6174,0.174,1073,1073,1054,1054,698.397,0.111,0.481,0.382,0.726,0.111,0.481,0.927,11.294,1.291,2.385,1516.95,0.707,2.29,14.602,7.15,2.57,MD495,6,0.0,22230.0
786,787,786,obj787-val787,787,0,1491.771,1435.243,194.135,1491.771,1435.243,194.135,1484,1427,185,1499,1443,205,5712,0.312,1780,1780,1300,1300,854.746,0.163,0.546,0.574,0.831,0.163,0.546,0.957,13.016,1.872,1.311,2010.686,0.885,3.165,13.475,7.776,2.222,MD495,6,0.0,23808.0
832,833,832,obj833-val833,833,0,662.73,107.523,222.072,662.73,107.523,222.072,651,98,195,671,118,239,19845,0.308,6108,6108,3210,3210,2331.517,0.128,0.503,0.333,0.693,0.128,0.503,0.965,24.985,2.32,1.566,7751.019,0.788,3.488,27.534,13.443,5.266,MD495,6,0.0,46959.0
851,852,851,obj852-val852,852,0,837.481,1871.523,212.614,837.481,1871.523,212.614,831,1864,197,845,1878,239,9675,0.348,3366,3366,1946,1946,1355.902,0.174,0.558,0.514,0.801,0.174,0.558,0.968,20.189,2.717,1.197,3901.78,0.863,4.326,26.662,10.903,4.752,MD495,6,2.0,33494.0
897,898,897,obj898-val898,898,0,273.097,780.741,226.747,273.097,780.741,226.747,266,772,210,280,791,244,10500,0.364,3827,3827,2108,2108,1461.576,0.177,0.561,0.531,0.81,0.177,0.561,0.97,17.686,2.121,1.221,4216.77,0.908,4.541,18.89,10.395,3.124,MD495,6,0.0,33325.0
1062,1063,1062,obj1063-val1063,1063,0,1465.582,902.482,252.306,1465.582,902.482,252.306,1446,889,240,1484,916,262,25116,0.198,4969,4969,3930,3930,2615.546,0.046,0.358,0.156,0.538,0.046,0.358,0.922,24.682,2.404,1.369,7958.861,0.624,2.046,23.105,12.543,4.405,MD495,6,596.0,47000.0
1067,1068,1067,obj1068-val1068,1068,0,512.646,910.614,257.5,512.646,910.614,257.5,503,902,243,522,922,270,11760,0.453,5328,5328,2636,2636,1805.246,0.175,0.56,0.546,0.817,0.175,0.56,0.973,14.662,1.448,1.096,5746.323,0.927,4.971,17.3,10.583,1.903,MD495,6,0.0,35368.0
1091,1092,1091,obj1092-val1092,1092,0,934.204,1170.379,259.531,934.204,1170.379,259.531,931,1162,247,939,1176,270,3240,0.309,1001,1001,1042,1042,697.231,0.1,0.464,0.334,0.694,0.1,0.464,0.918,12.287,1.386,2.766,1461.385,0.685,1.678,14.708,7.215,2.734,MD495,6,105.0,22028.0
63,64,63,obj64-val64,64,0,1875.332,1353.251,4.165,1875.332,1353.251,4.165,1867,1347,0,1889,1361,11,4140,0.357,1476,1476,1120,1120,778.194,0.175,0.56,0.523,0.806,0.175,0.56,0.958,13.133,2.063,1.231,1811.757,0.815,2.806,15.057,7.642,2.602,MD495,7,0.0,22825.0
64,65,64,obj65-val65,65,0,1843.71,1364.443,6.81,1843.71,1364.443,6.81,1822,1352,0,1864,1376,19,21500,0.237,5089,5089,3660,3660,2554.67,0.06,0.391,0.176,0.56,0.06,0.391,0.934,22.413,2.154,1.249,8135.806,0.626,3.076,23.012,12.234,4.281,MD495,7,37.0,48446.0
93,94,93,obj94-val94,94,0,1744.159,1507.37,3.431,1744.159,1507.37,3.431,1719,1495,0,1760,1517,12,12558,0.171,2151,2151,2516,2516,1703.842,0.033,0.32,0.106,0.473,0.033,0.32,0.873,22.12,1.844,2.185,6104.309,0.352,0.78,25.811,10.807,5.181,MD495,7,0.0,40470.0
128,129,128,obj129-val129,129,0,1892.192,1376.712,21.639,1892.192,1376.712,21.639,1878,1372,14,1903,1382,33,5720,0.181,1033,1033,1118,1118,702.943,0.086,0.442,0.347,0.703,0.086,0.442,0.91,14.172,2.066,1.886,1480.68,0.698,0.931,14.958,7.476,2.889,MD495,7,0.0,22793.0
131,132,131,obj132-val132,132,0,1231.275,1466.539,32.017,1231.275,1466.539,32.017,1210,1451,15,1250,1485,50,51660,0.159,8232,8232,5952,5952,4005.94,0.036,0.331,0.119,0.492,0.036,0.331,0.925,19.074,1.134,1.378,16390.131,0.502,1.675,24.355,13.728,4.276,MD495,7,39.0,71608.0
141,142,141,obj142-val142,142,0,1465.659,821.437,38.079,1465.659,821.437,38.079,1460,818,26,1473,825,50,2800,0.445,1245,1245,1050,1050,719.832,0.151,0.533,0.47,0.777,0.151,0.533,0.948,13.056,1.819,1.993,1412.673,0.881,2.256,13.654,7.296,2.469,MD495,7,59.0,21538.0
145,146,145,obj146-val146,146,0,799.893,1075.902,45.466,799.893,1075.902,45.466,775,1056,30,825,1093,64,67830,0.395,26771,26771,9350,9350,6369.729,0.099,0.463,0.314,0.679,0.099,0.463,0.974,24.332,1.302,1.108,32096.27,0.834,4.135,27.474,18.5,3.8,MD495,7,110.0,90418.0
178,179,178,obj179-val179,179,0,1470.33,1301.91,109.069,1470.33,1301.91,109.069,1442,1287,66,1492,1318,166,164832,0.238,39295,39295,12124,12124,8339.101,0.098,0.461,0.301,0.67,0.098,0.461,0.977,42.597,2.369,1.152,50068.844,0.785,6.671,62.168,25.458,10.447,MD495,7,90.0,125071.0
185,186,185,obj186-val186,186,0,482.771,842.691,115.53,482.771,842.691,115.53,462,816,86,501,871,140,123200,0.382,47003,47003,12930,12930,8832.13,0.116,0.487,0.363,0.713,0.116,0.487,0.981,29.907,1.389,1.13,51360.757,0.915,2.838,33.483,21.769,4.798,MD495,7,251.0,112754.0
205,206,205,obj206-val206,206,0,713.335,1845.746,115.247,713.335,1845.746,115.247,707,1839,101,720,1854,131,6944,0.432,2999,2999,1730,1730,1156.315,0.196,0.581,0.658,0.87,0.196,0.581,0.971,15.52,1.932,1.341,3130.46,0.958,4.959,15.827,9.262,2.552,MD495,7,0.0,28038.0
227,228,227,obj228-val228,228,0,1152.723,1674.606,137.823,1152.723,1674.606,137.823,1133,1655,112,1175,1700,166,108790,0.323,35117,35117,11726,11726,8005.877,0.087,0.442,0.272,0.648,0.087,0.442,0.974,27.146,1.362,1.094,41333.017,0.85,1.639,32.253,19.594,4.621,MD495,7,0.0,102210.0
239,240,239,obj240-val240,240,0,835.078,237.829,128.902,835.078,237.829,128.902,831,224,117,843,253,141,9750,0.177,1722,1722,1928,1928,1305.441,0.047,0.36,0.151,0.532,0.047,0.36,0.887,17.621,1.563,2.948,3183.26,0.541,1.493,17.999,9.274,3.683,MD495,7,264.0,32932.0
241,242,241,obj242-val242,242,0,1425.723,880.038,133.586,1425.723,880.038,133.586,1419,872,117,1433,887,148,7680,0.415,3189,3189,1792,1792,1230.817,0.2,0.585,0.617,0.851,0.2,0.585,0.972,16.634,2.174,1.201,3397.649,0.939,4.347,17.277,9.626,2.878,MD495,7,94.0,29435.0
265,266,265,obj266-val266,266,0,1270.167,766.037,177.449,1270.167,766.037,177.449,1246,742,128,1294,792,214,217413,0.354,76910,76910,17294,17294,11934.345,0.129,0.506,0.394,0.733,0.129,0.506,0.986,35.276,1.391,1.143,83194.631,0.924,10.177,50.148,26.603,5.03,MD495,7,229.0,153993.0
273,274,273,obj274-val274,274,0,577.362,832.383,155.224,577.362,832.383,155.224,560,820,134,589,847,182,41160,0.187,7706,7706,5244,5244,3562.045,0.047,0.36,0.149,0.53,0.047,0.36,0.934,22.999,1.538,1.666,12931.042,0.596,0.777,29.79,13.597,5.175,MD495,7,210.0,62339.0
287,288,287,obj288-val288,288,0,959.142,1086.793,154.763,959.142,1086.793,154.763,949,1080,146,967,1094,165,5700,0.338,1929,1929,1356,1356,887.948,0.169,0.553,0.601,0.844,0.169,0.553,0.96,10.107,1.112,1.606,2177.277,0.886,3.296,11.93,7.594,1.552,MD495,7,135.0,23315.0
320,321,320,obj321-val321,321,0,861.369,1930.893,188.285,861.369,1930.893,188.285,838,1919,167,889,1952,207,72488,0.187,13591,13591,7670,7670,5202.462,0.046,0.359,0.148,0.529,0.046,0.359,0.946,24.409,1.341,1.793,18890.163,0.719,4.937,32.916,16.128,4.879,MD495,7,1.992156862745098,77346.0
328,329,328,obj329-val329,329,0,1505.079,1478.558,185.241,1505.079,1478.558,185.241,1500,1472,173,1510,1485,195,3542,0.339,1202,1202,1024,1024,683.424,0.152,0.534,0.512,0.8,0.152,0.534,0.947,10.737,1.45,1.841,1339.839,0.897,2.881,13.385,6.793,1.938,MD495,7,0.0,20445.0
347,348,347,obj348-val348,348,0,1495.211,1456.007,196.487,1495.211,1456.007,196.487,1486,1447,180,1502,1463,209,8670,0.168,1454,1454,1522,1522,1048.165,0.068,0.408,0.208,0.592,0.068,0.408,0.905,13.309,1.603,1.676,2292.672,0.634,0.531,17.647,7.551,2.91,MD495,7,0.0,26656.0
384,385,384,obj385-val385,385,0,286.182,801.934,210.604,286.182,801.934,210.604,280,795,197,292,808,229,6006,0.335,2011,2011,1488,1488,996.671,0.139,0.518,0.462,0.773,0.139,0.518,0.952,16.609,2.471,1.405,2237.916,0.899,3.039,18.428,8.929,3.287,MD495,7,0.0,26343.0
412,413,412,obj413-val413,413,0,1262.223,760.405,221.712,1262.223,760.405,221.712,1255,751,216,1272,769,238,7866,0.26,2043,2043,1422,1422,991.953,0.164,0.548,0.484,0.785,0.164,0.548,0.96,9.79,1.148,1.124,2653.776,0.77,4.695,16.462,7.893,1.748,MD495,7,0.4980392156862745,26363.0
478,479,478,obj479-val479,479,0,1460.672,926.152,253.495,1460.672,926.152,253.495,1441,913,240,1486,936,265,28704,0.268,7706,7706,5052,5052,3451.018,0.052,0.373,0.163,0.547,0.052,0.373,0.938,23.32,1.983,1.247,10832.169,0.711,2.952,27.202,13.095,4.431,MD495,7,564.4,55193.0
500,501,500,obj501-val501,501,0,497.547,975.367,268.737,497.547,975.367,268.737,489,963,258,508,993,276,11780,0.141,1659,1659,1420,1420,907.785,0.109,0.477,0.416,0.747,0.109,0.477,0.936,17.913,2.542,1.533,2430.148,0.683,2.799,20.325,9.223,4.389,MD495,7,0.0,26943.0
115,116,115,obj116-val116,116,0,1880.765,1031.779,4.217,1880.765,1031.779,4.217,1872,1025,0,1890,1038,12,3458,0.366,1266,1266,1054,1054,738.274,0.155,0.537,0.45,0.767,0.155,0.537,0.949,8.102,1.144,1.074,1583.734,0.799,2.515,10.393,6.385,1.293,MD495,8,10.0,20491.0
138,139,138,obj139-val139,139,0,521.411,931.757,254.592,521.411,931.757,254.592,516,925,246,531,939,264,4560,0.347,1583,1583,1166,1166,785.212,0.179,0.563,0.585,0.837,0.179,0.563,0.96,10.243,1.303,1.362,1947.514,0.813,2.633,11.959,7.164,1.697,MD495,8,0.0,22234.0
143,144,143,obj144-val144,144,0,1768.273,1083.016,3.466,1768.273,1083.016,3.466,1758,1077,0,1780,1092,15,5888,0.263,1546,1546,1210,1210,837.666,0.153,0.534,0.46,0.772,0.153,0.534,0.952,12.185,1.683,1.313,2037.952,0.759,3.434,14.442,7.585,2.278,MD495,8,11.0,24359.0
145,146,145,obj146-val146,146,0,1800.223,1104.312,2.898,1800.223,1104.312,2.898,1792,1096,0,1810,1112,9,3230,0.332,1071,1071,1018,1018,699.471,0.123,0.497,0.379,0.724,0.123,0.497,0.933,12.483,2.123,1.177,1535.007,0.698,0.397,12.195,6.67,2.232,MD495,8,0.0,20755.0
165,166,165,obj166-val166,166,0,1445.11,925.191,259.579,1445.11,925.191,259.579,1428,913,250,1459,937,269,16000,0.34,5432,5432,3000,3000,2008.457,0.124,0.498,0.412,0.744,0.124,0.498,0.963,14.742,1.248,1.327,6497.568,0.836,5.584,17.909,11.065,2.329,MD495,8,344.0,39608.0
199,200,199,obj200-val200,200,0,266.049,557.593,263.706,266.049,557.593,263.706,257,552,254,277,565,273,5880,0.238,1400,1400,1288,1288,860.866,0.104,0.47,0.347,0.703,0.104,0.47,0.93,11.978,1.594,1.428,1984.091,0.706,2.423,12.753,7.577,2.252,MD495,8,0.0,23752.0
225,226,225,obj226-val226,226,0,1601.586,1245.552,5.364,1601.586,1245.552,5.364,1572,1217,0,1634,1269,18,63441,0.11,6987,6987,5256,5256,3661.037,0.038,0.336,0.113,0.483,0.038,0.336,0.923,38.244,4.125,1.052,13096.282,0.534,0.71,39.791,17.203,8.469,MD495,8,25.0,68708.0
258,259,258,obj259-val259,259,0,1800.833,1321.496,3.669,1800.833,1321.496,3.669,1792,1312,0,1809,1328,10,3366,0.437,1471,1471,1122,1122,788.558,0.173,0.557,0.499,0.793,0.173,0.557,0.957,10.274,1.285,1.429,1925.461,0.764,2.652,11.563,7.13,1.763,MD495,8,0.0,22407.0
331,332,331,obj332-val332,332,0,1666.309,1423.873,31.403,1666.309,1423.873,31.403,1623,1397,10,1716,1451,52,222310,0.08,17832,17832,12722,12722,8510.348,0.017,0.259,0.058,0.388,0.017,0.259,0.916,49.008,2.359,1.881,47098.07,0.379,1.185,49.702,24.139,10.375,MD495,8,254.0,131921.0
380,381,380,obj381-val381,381,0,1707.513,1356.427,36.344,1707.513,1356.427,36.344,1684,1337,22,1728,1376,51,54000,0.158,8535,8535,6780,6780,4605.173,0.026,0.298,0.084,0.439,0.026,0.298,0.912,23.108,1.279,1.572,20090.368,0.425,2.09,27.272,14.47,5.276,MD495,8,287.0,74829.0
389,390,389,obj390-val390,390,0,1640.262,1347.72,31.76,1640.262,1347.72,31.76,1629,1338,23,1656,1355,40,9072,0.195,1773,1773,1612,1612,1041.692,0.085,0.439,0.315,0.68,0.085,0.439,0.925,12.475,1.456,1.459,2629.022,0.674,1.91,16.99,8.066,2.701,MD495,8,26.0,27447.0
391,392,391,obj392-val392,392,0,1600.264,1422.405,33.942,1600.264,1422.405,33.942,1593,1416,23,1607,1429,44,4620,0.226,1044,1044,992,992,643.684,0.126,0.502,0.462,0.773,0.126,0.502,0.934,9.971,1.463,1.226,1583.745,0.659,1.993,12.246,6.477,1.893,MD495,8,17.0,20678.0
395,396,395,obj396-val396,396,0,802.551,1063.324,44.032,802.551,1063.324,44.032,771,1037,25,831,1090,62,125172,0.351,43983,43983,13134,13134,8901.882,0.097,0.459,0.31,0.677,0.097,0.459,0.978,28.544,1.19,1.397,49246.214,0.893,11.985,36.721,22.518,4.186,MD495,8,350.0,120012.0
401,402,401,obj402-val402,402,0,1231.286,1453.409,42.852,1231.286,1453.409,42.852,1213,1442,26,1250,1466,60,33250,0.171,5681,5681,3876,3876,2687.212,0.063,0.397,0.188,0.573,0.063,0.397,0.939,22.439,2.052,1.296,8672.702,0.655,2.789,24.726,12.377,4.541,MD495,8,146.0,50581.0
538,539,538,obj539-val539,539,0,482.69,833.764,115.214,482.69,833.764,115.214,463,808,85,500,860,142,116812,0.332,38767,38767,11184,11184,7522.275,0.122,0.495,0.399,0.736,0.122,0.495,0.981,32.271,1.738,1.126,41374.08,0.937,12.149,36.587,22.004,4.829,MD495,8,230.0,105313.0
